Rendimiento
0.519
0.464
0.519
0.328
0.246
0.656
0.451
0.246
0.574
0.519
0.421
0.301
0.519
0.246
0.383
0.374
0.519
0.383
0.301
0.109
0.246
0.309
0.429
0.328
0.41
0.328
0.587
0.383
0.383
0.273
0.656
0.383
0.246
0.383
0.355
0.26
0.249
0.191
0.464
0.276
0.254
0.314
0.344
0.656
0.451
0.656
0.383
0.383
0.301
0.383
0.437
0.574
0.287
0.383
0.224
0.328
0.273
0.519
0.656
0.451
0.301
0.191
0.656
0.383
0.273
0.383
0.249
0.301
0.333
0.383
0.519
0.273
0.383
0.519
0.164
0.366
0.301
0.161
0.383
0.246
0.137
0.246
0.26
0.191
0.383
0.366
0.383
0.339
0.328
0.519
0.164
0.519
0.601
0.246
0.246
0.519
0.246
0.109
0.519
0.464
0.355
0.429
0.301
0.273
0.164
0.205
0.246
0.522
0.26
0.519
0.383
0.191
0.287
0.41
0.656
0.519
0.383
0.366
0.191
0.355
0.71
0.656
0.383
0.522
0.301
0.265
0.322
0.355
0.383
0.219
0.656
0.628
0.372
0.23
0.579
0.383
0.505
0.273
0.279
0.246
0.219
0.582
0.383
0.383
0.273
0.355
0.656
0.519
0.137
0.328
0.246
0.383
0.519
0.273
0.519
0.246
0.656
0.41
0.383
0.273
0.383
0.109
0.355
0.328
0.464
0.519
0.656
0.202
0.082
0.519
0.519
0.574
0.383
0.134
0.519
0.656
0.328
0.383
0.301
0.301
0.219
0.383
0.246
0.273
0.26
0.328
0.519
0.24
0.383
0.383
0.137
0.383
0.082
0.383
0.079
0.363
0.306
0.41
0.383
0.361
0.355
0.519
0.273
0.191
0.322
0.383
0.383
0.383
0.246
0.383
0.383
0.265
0.754
0.273
0.601
0.574
0.301
0.396
0.383
0.369
0.358
0.383
0.355
0.355
0.355
0.301
0.284
0.383
0.459
0.085
0.656
0.191
0.383
0.32
0.355
0.656
0.383
0.109
0.464
0.301
0.355
0.383
0.246
0.309
0.355
0.355
0.246
0.246
0.489
0.355
0.383
0.467
0.383
0.273
0.546
0.656
0.792
0.246
0.519
0.301
0.235
0.383
0.393
0.314
0.355
0.336
0.443
0.383
0.464
0.246
0.383
0.383
0.355
0.232
0.273
0.32
0.301
0.396
0.508
0.246
0.358
0.792
0.623
0.355
0.303
0.383
0.519
0.464
0.246
0.301
0.519
0.519
0.464
0.574
0.639
0.41
0.295
0.301
0.519
0.467
0.317
0.464
0.246
0.399
0.295
0.35
0.276
0.243
0.358
0.191
0.383
0.393
0.56
0.325
0.246
0.199
0.41
0.656
0.328
0.246
0.355
0.224
0.383
0.383
0.355
0.473
0.246
0.503
0.109
0.26
0.519
0.355
0.383
0.383
0.519
0.383
0.301
0.519
0.109
0.519
0.246
0.363
0.301
0.492
0.437
0.399
0.352
0.372
0.519
0.186
0.213
0.383
0.383
0.295
0.383
0.574
0.623
0.437
0.383
0.298
0.656
0.372
0.383
0.519
0.519
0.246
0.519
0.273
0.301
0.055
0.672
0.464
0.355
0.383
0.383
0.41
0.273
0.342
0.355
0.464
0.328
0.383
0.355
0.519
0.298
0.519
0.383
0.451
0.301
0.21
0.199
0.246
0.514
0.656
0.238
0.519
0.383
0.301
0.301
0.251
0.536
0.519
0.41
0.41
0.519
0.355
0.137
0.246
0.574
0.656
0.385
0.273
0.383
0.492
0.301
0.257
0.642
0.383
0.391
0.301
0.383
0.656
0.246
0.246
0.383
0.246
0.254
0.383
0.246
0.383
0.383
0.505
0.656
0.383
0.489
0.355
0.191
0.391
0.656
0.519
0.355
0.137
0.601
0.519
0.246
0.404
0.385
0.301
0.301
0.383
0.639
0.355
0.336
0.301
0.246
0.519
0.383
0.519
0.383
0.273
0.273
0.383
0.514
0.309
0.404
0.24
0.301
0.404
0.519
0.301
0.246
0.246
0.41
0.246
0.238
0.383
0.669
0.361
0.301
0.317
0.301
0.246
0.464
0.656
0.464
0.273
0.383
