Rendimiento
0.437
0.383
0.301
0.246
0.656
0.295
0.383
0.522
0.383
0.164
0.328
0.246
0.656
0.505
0.41
0.464
0.546
0.246
0.137
0.355
0.519
0.366
0.287
0.191
0.5
0.383
0.623
0.287
0.519
0.273
0.301
0.273
0.246
0.656
0.656
0.246
0.519
0.314
0.301
0.191
0.519
0.328
0.328
0.383
0.164
0.328
0.301
0.383
0.402
0.301
0.257
0.383
0.383
0.456
0.355
0.358
0.429
0.383
0.246
0.432
0.355
0.418
0.464
0.383
0.257
0.137
0.301
0.109
0.098
0.317
0.407
0.301
0.41
0.301
0.623
0.383
0.246
0.355
0.355
0.519
0.246
0.393
0.284
0.322
0.383
0.126
0.328
0.317
0.301
0.404
0.246
0.383
0.355
0.301
0.383
0.246
0.475
0.322
0.383
0.656
0.437
0.224
0.464
0.287
0.383
0.246
0.301
0.355
0.656
0.437
0.24
0.464
0.347
0.301
0.246
0.344
0.191
0.246
0.459
0.355
0.691
0.363
0.26
0.519
0.292
0.519
0.44
0.301
0.383
0.355
0.71
0.191
0.301
0.451
0.656
0.273
0.191
0.519
0.109
0.369
0.383
0.383
0.301
0.519
0.361
0.273
0.301
0.443
0.464
0.328
0.273
0.383
0.383
0.191
0.407
0.363
0.172
0.298
0.328
0.683
0.191
0.273
0.383
0.421
0.249
0.519
0.656
0.358
0.464
0.301
0.519
0.355
0.478
0.156
0.383
0.273
0.246
0.26
0.347
0.287
0.301
0.656
0.519
0.301
0.601
0.246
0.383
0.639
0.355
0.464
0.464
0.385
0.369
0.519
0.639
1.0
0.355
0.519
0.481
0.246
0.301
0.295
0.519
0.301
0.246
0.437
0.301
0.601
0.374
0.656
0.246
0.374
0.519
0.295
0.246
0.361
0.656
0.792
0.301
0.29
0.574
0.109
0.301
0.383
0.306
0.301
0.301
0.309
0.806
0.301
0.383
0.383
0.383
0.519
0.342
0.191
0.246
0.691
0.383
0.246
0.41
0.232
0.388
0.383
0.642
0.328
0.098
0.689
0.383
0.366
0.429
0.609
0.388
0.273
0.519
0.383
0.574
0.383
0.656
0.301
0.383
0.41
0.828
0.464
0.301
0.546
0.656
0.383
0.301
0.246
0.519
0.246
0.219
0.301
0.642
0.549
0.738
0.366
0.246
0.246
0.656
0.383
0.246
0.26
0.26
0.656
0.519
0.628
0.642
0.519
0.536
0.246
0.374
0.746
0.246
0.219
0.273
0.314
0.383
0.301
0.355
0.191
0.164
0.383
0.383
0.41
0.355
0.519
0.246
0.492
0.26
0.792
0.246
0.656
0.656
0.355
0.383
0.383
0.656
0.47
0.281
0.383
0.519
0.273
0.519
0.383
0.328
0.519
0.492
0.342
0.519
0.519
0.355
0.383
0.246
0.243
0.41
0.519
0.383
0.281
0.738
0.191
0.224
0.383
0.393
0.273
0.219
0.355
0.273
0.246
0.792
0.656
0.546
0.383
0.374
0.519
0.519
0.41
0.383
0.451
0.404
0.691
0.628
0.213
0.383
0.273
0.366
0.38
0.404
0.246
0.656
0.309
0.464
0.191
0.383
0.383
0.186
0.473
0.519
0.536
0.246
0.404
0.246
0.383
0.273
0.519
0.519
0.407
0.519
0.246
0.355
0.656
0.366
0.519
0.399
0.601
0.29
0.369
0.301
0.519
0.41
0.383
0.656
0.492
0.656
0.273
0.328
0.191
0.574
0.328
0.464
0.383
0.301
0.519
0.399
0.082
0.235
0.301
0.246
0.336
0.164
0.383
0.276
0.205
0.355
0.328
0.41
0.464
0.383
0.339
0.383
0.464
0.464
0.273
0.295
0.527
0.464
0.246
0.328
0.383
0.464
0.273
0.191
0.301
0.522
0.519
0.415
0.519
0.24
0.383
0.41
0.738
0.451
0.519
0.355
0.246
0.246
0.519
0.383
0.216
0.164
0.656
0.383
0.519
0.355
0.328
0.434
0.279
0.306
0.246
0.137
0.44
0.219
0.383
0.191
0.38
0.355
0.366
0.301
0.525
0.301
0.137
0.377
0.301
0.246
0.383
0.383
0.656
0.191
0.246
0.464
0.301
0.634
0.246
0.355
0.301
0.273
0.109
0.462
0.137
0.656
0.301
0.656
0.301
0.355
0.273
0.301
0.301
0.246
0.191
0.309
0.246
0.082
0.246
0.21
0.254
0.383
0.363
0.724
0.137
0.656
0.197
0.369
0.366
0.519
0.519
0.505
0.519
0.148
0.243
0.344
0.792
0.301
0.273
0.754
0.361
0.273
0.62
0.41
0.445
0.301
0.257
0.246
0.383
0.519
0.628
0.464
0.246
0.301
0.355
0.464
0.383
0.372
0.519
0.301
0.246
0.246
0.298
0.191
0.383
0.642
0.459
0.656
0.164
0.383
0.301
0.383
0.467
0.505
0.246
0.246
0.519
0.246
0.24
0.363
0.383
0.383
0.656
0.366
0.383
0.383
0.303
0.574
0.301
0.301
0.301
0.246
0.301
0.191
0.309
0.519
0.32
0.437
0.383
0.519
0.363
0.246
0.628
0.246
0.393
0.355
0.383
0.656
0.383
0.519
0.792
0.492
0.41
0.642
0.246
0.363
0.383
0.464
0.5
0.393
0.383
0.29
0.342
0.246
0.383
0.358
0.355
0.23
0.358
0.246
0.279
0.301
0.383
0.202
0.656
0.246
0.656
0.328
0.24
0.41
0.355
0.374
0.137
0.109
0.383
0.191
0.219
0.363
0.41
0.404
0.18
0.355
0.238
0.792
0.301
0.464
0.503
0.355
0.246
0.519
0.355
0.109
0.519
0.451
0.41
0.656
0.377
0.519
0.301
0.683
0.246
0.574
0.301
0.519
0.301
0.601
0.404
0.235
0.219
0.437
0.656
0.519
0.574
0.164
0.656
0.519
0.519
0.372
0.464
0.437
0.383
0.519
0.164
0.355
0.41
0.383
0.104
0.246
0.298
0.792
0.279
0.402
0.383
0.246
0.295
0.519
0.519
0.656
0.464
0.404
0.388
0.516
0.328
0.383
0.246
0.301
0.437
0.393
0.383
0.314
0.246
0.574
0.792
0.191
0.366
0.301
0.792
0.47
0.656
0.295
0.246
0.246
0.366
0.508
0.328
0.0
0.656
0.519
0.328
0.219
0.301
0.303
0.355
0.246
0.301
0.205
0.301
0.464
0.355
0.295
0.342
0.429
0.355
0.421
0.301
0.41
0.298
0.656
0.366
0.383
0.642
0.383
0.656
0.137
0.369
0.372
0.574
0.358
0.792
0.306
0.355
0.257
0.246
0.383
0.404
0.383
0.109
0.383
0.383
0.656
0.519
0.383
0.383
0.464
0.383
0.459
0.328
0.301
0.355
0.492
0.519
0.41
0.246
0.197
0.301
0.383
0.383
0.56
0.27
0.383
0.519
0.246
0.306
0.464
0.383
0.246
0.519
0.546
0.328
0.519
0.385
0.383
0.383
0.383
0.383
0.328
0.383
0.303
0.246
0.574
0.301
0.355
0.38
0.656
0.383
0.301
0.246
0.301
0.246
0.519
0.336
0.273
0.792
0.383
0.219
0.355
0.399
0.355
0.656
0.383
0.519
0.301
0.246
0.656
0.246
0.213
0.656
0.437
0.383
0.437
0.355
0.309
0.574
0.336
0.527
0.464
0.301
0.295
0.464
0.292
0.301
0.191
0.656
0.246
0.273
0.246
0.383
0.656
0.519
0.519
0.574
0.383
0.396
0.301
0.191
0.519
0.383
0.661
0.328
0.164
0.383
0.142
0.383
0.246
0.137
0.301
0.383
0.29
0.383
0.519
0.191
0.328
0.383
0.634
0.383
0.464
0.273
0.246
0.246
0.213
0.35
0.383
0.574
0.336
0.383
0.205
0.366
0.251
0.464
0.273
0.464
0.104
0.383
0.301
0.301
0.383
0.109
0.301
0.519
0.257
0.301
0.383
0.246
0.246
0.18
0.328
0.301
0.246
0.41
0.246
0.331
0.191
0.355
0.246
0.325
0.355
0.246
0.519
0.317
0.336
0.301
0.383
0.519
0.519
0.519
0.284
0.246
0.273
0.301
0.519
0.383
0.344
0.519
0.656
0.519
0.339
0.656
0.383
0.301
0.328
0.309
0.437
0.38
0.355
0.656
0.301
0.383
0.355
0.574
0.383
0.374
0.109
0.557
0.301
0.489
0.369
0.301
0.369
0.383
0.246
0.383
0.246
0.383
0.724
0.306
0.257
0.727
0.355
0.519
0.519
0.355
0.164
0.519
0.656
0.301
0.273
0.15
0.273
0.355
0.109
0.383
0.404
0.328
0.314
