TSSM_MIN,TSSM_MAX,PTPM,TV,BSHG,RENDIMIENTO
14.281,20.379,6.435,16.307,0.279,1.5
14.438,19.371,5.373,16.226,0.219,1.5
15.163,20.836,6.403,16.624,0.275,1.5
14.622,19.551,7.133,16.096,0.253,1.5
15.004,21.111,4.229,16.15,0.314,1.5
14.132,20.361,0.75,17.835,0.358,2.0
15.796,20.322,4.628,18.136,0.269,2.0
15.08,18.66,6.996,17.072,0.215,2.0
15.161,19.305,5.836,17.275,0.302,2.0
15.238,19.294,6.236,17.57,0.244,2.0
17.849,26.345,12.465,21.521,0.39,1.2
17.92,25.961,10.309,23.246,0.308,1.0
17.659,26.076,11.616,22.187,0.364,1.0
17.538,25.271,9.667,21.513,0.315,1.0
17.592,25.686,13.711,22.571,0.366,1.0
17.908,25.558,10.331,22.202,0.31,1.2
18.121,27.156,9.658,23.448,0.407,1.0
18.787,27.817,7.698,23.387,0.371,1.2
17.916,25.39,12.119,22.159,0.31,1.2
17.744,26.317,7.423,20.816,0.382,1.0
18.017,26.413,11.948,21.523,0.345,1.0
17.57,26.555,10.952,20.49,0.353,0.9
18.027,27.11,8.139,20.683,0.402,0.91
18.354,26.895,6.227,21.223,0.323,1.1
17.861,26.721,9.833,21.498,0.399,1.1
25.92,34.156,3.908,27.134,0.437,0.8
25.496,33.611,2.472,26.841,0.518,0.73
20.325,28.921,2.68,22.261,0.319,1.6
20.405,28.789,4.413,23.002,0.319,1.6
19.933,28.03,3.726,23.242,0.356,1.59
19.998,28.214,3.137,23.604,0.359,1.6
20.185,28.217,3.761,23.679,0.367,1.6
20.003,28.538,3.39,22.328,0.328,3.0
12.61,15.858,5.324,14.376,0.264,1.61
12.928,15.822,4.128,14.759,0.191,1.55
12.458,15.632,4.291,14.4,0.263,1.33
11.543,15.141,5.608,14.026,0.248,1.38
11.989,15.42,5.707,13.476,0.279,1.22
12.019,15.445,5.668,13.763,0.269,1.36
12.859,16.844,0.849,13.305,0.352,1.14
12.291,16.674,0.86,13.715,0.387,1.28
12.286,15.053,6.297,13.636,0.234,1.18
11.677,15.326,7.432,13.759,0.24,1.31
12.132,15.563,4.371,13.295,0.272,1.3
11.903,15.523,4.124,13.588,0.262,1.5
12.411,16.334,3.307,12.896,0.297,0.8
12.233,16.278,0.1,13.474,0.317,1.2
13.039,16.772,3.72,14.403,0.321,1.5
13.208,17.865,0.642,13.257,0.336,1.5
20.31,27.943,2.728,21.615,0.353,1.4
20.228,27.907,3.671,21.772,0.351,1.5
19.731,27.209,3.068,21.081,0.33,1.41
19.475,26.867,4.781,21.232,0.337,1.38
19.802,26.86,2.826,21.185,0.3,1.4
20.327,27.82,3.169,21.385,0.316,2.0
20.58,28.822,1.75,20.977,0.391,2.0
20.875,29.313,1.122,21.615,0.376,2.0
19.789,26.626,4.971,21.661,0.268,2.0
19.874,26.974,4.487,21.263,0.289,2.0
19.929,27.27,3.32,21.102,0.331,2.0
20.095,27.214,3.207,21.384,0.294,1.43
20.388,27.689,3.816,21.955,0.303,3.0
20.082,27.576,1.676,21.218,0.354,3.0
20.22,27.852,3.114,21.78,0.356,1.4
20.254,28.344,2.298,21.128,0.375,1.4
20.425,28.346,3.289,21.91,0.367,1.84
20.696,29.229,1.596,21.102,0.367,1.84
21.37,29.216,3.117,23.202,0.39,1.23
20.313,28.071,3.45,21.771,0.351,1.23
19.919,27.386,5.331,22.523,0.334,1.58
20.251,27.62,3.605,21.23,0.345,1.58
19.862,27.603,4.523,21.424,0.346,1.6
20.2,28.062,2.42,21.11,0.38,1.6
20.538,28.169,2.739,21.945,0.338,1.58
20.222,28.471,2.621,21.221,0.354,1.58
26.041,31.651,5.135,30.768,0.299,1.8
25.947,30.903,4.498,29.607,0.359,2.0
23.535,30.16,0.255,27.158,0.376,1.2
25.82,30.975,2.355,29.98,0.448,2.05
24.218,28.884,1.497,27.244,0.382,1.34
25.783,32.6,1.054,30.005,0.398,1.6
24.965,29.941,11.305,30.837,0.354,1.36
24.181,29.645,4.106,28.257,0.4,1.66
25.351,30.92,6.993,30.363,0.424,2.0
24.488,29.861,1.986,27.704,0.436,1.86
25.927,31.85,3.366,29.566,0.476,1.99
25.376,31.606,1.965,26.923,0.426,1.5
26.148,32.14,2.103,28.988,0.494,2.47
25.261,31.765,0.123,26.093,0.432,1.5
26.195,32.18,3.601,29.128,0.444,1.83
27.978,35.348,1.596,30.73,0.461,0.78
27.4,33.367,3.9,30.577,0.52,2.48
26.12,32.396,4.116,30.526,0.317,1.43
25.668,31.438,0.516,26.844,0.404,1.37
27.28,32.68,0.1,28.766,0.394,1.57
26.35,30.4,17.7,31.002,0.161,1.53
26.158,31.37,4.068,30.602,0.501,1.57
9.34,15.458,5.034,12.907,0.287,1.4
9.143,14.159,5.186,12.004,0.254,1.45
10.79,14.787,5.324,12.739,0.259,1.42
10.082,16.111,4.016,12.252,0.358,1.75
8.094,14.195,7.297,12.031,0.229,2.0
8.808,14.522,5.585,11.618,0.279,2.0
8.596,15.107,4.388,12.1,0.242,1.5
9.351,15.941,2.705,11.58,0.344,1.5
9.747,15.848,2.769,12.707,0.298,2.5
9.521,15.328,4.594,12.213,0.306,2.5
8.962,15.481,4.415,12.362,0.248,1.0
9.328,15.539,3.822,11.877,0.328,2.3
9.228,15.237,2.945,12.262,0.297,2.5
10.319,16.121,1.698,11.877,0.349,2.2
9.169,16.409,2.806,12.21,0.352,2.5
9.006,15.473,2.515,11.174,0.333,2.2
8.916,14.418,7.696,12.156,0.2,2.5
8.125,14.902,7.388,12.133,0.256,2.2
8.52,15.041,5.448,11.829,0.244,2.5
8.783,15.709,4.768,11.552,0.321,2.2
8.967,15.74,3.698,12.278,0.229,2.2
9.129,16.203,4.125,12.431,0.308,2.2
19.108,26.59,2.817,22.273,0.295,2.0
18.728,27.218,6.936,22.79,0.347,1.7
19.017,27.082,4.389,23.459,0.323,1.56
19.931,28.566,2.569,20.998,0.388,1.5
20.206,28.291,4.328,22.333,0.365,1.26
19.446,26.76,5.042,21.789,0.317,1.5
19.544,27.326,4.707,21.785,0.338,1.5
19.37,27.288,4.668,21.519,0.34,1.5
19.663,27.19,7.485,22.109,0.318,1.14
19.395,28.811,2.612,23.217,0.366,1.13
24.298,31.057,12.666,29.913,0.339,1.2
24.17,31.383,2.88,29.599,0.344,1.2
23.786,29.718,13.778,29.588,0.31,1.2
23.992,30.45,7.845,29.525,0.323,1.15
23.846,30.413,12.458,29.763,0.325,1.22
24.007,31.419,8.727,29.298,0.258,1.5
24.039,31.839,13.686,29.459,0.387,1.5
24.382,31.945,0.909,28.948,0.417,1.5
24.203,30.912,6.105,30.472,0.32,1.5
23.295,28.429,9.557,24.267,0.391,1.5
22.487,31.701,5.517,25.065,0.347,1.5
23.108,30.076,11.748,27.159,0.353,1.5
22.296,30.046,7.769,25.866,0.28,1.5
22.987,29.778,6.917,26.798,0.363,1.5
23.071,30.683,4.367,25.779,0.409,1.33
24.046,32.291,2.876,23.125,0.43,1.34
23.754,31.837,4.979,24.654,0.411,1.42
22.964,30.548,5.258,24.368,0.325,1.4
22.897,30.944,8.714,26.138,0.366,1.43
23.213,30.748,5.547,24.267,0.431,1.38
23.489,30.849,5.173,25.264,0.416,1.47
24.205,31.837,0.52,21.853,0.367,1.35
23.638,31.112,2.043,25.424,0.382,1.5
23.543,31.602,4.11,24.452,0.38,1.5
23.513,32.187,1.973,25.011,0.396,1.47
25.306,34.171,1.39,21.799,0.4,1.43
24.995,32.225,5.188,27.291,0.359,1.43
24.318,32.06,2.057,25.032,0.369,1.47
23.883,29.841,2.976,27.504,0.326,1.43
24.829,32.657,0.435,25.576,0.336,1.44
23.074,30.06,3.838,27.502,0.317,1.43
24.18,32.527,1.612,25.477,0.36,1.43
23.406,31.07,3.208,26.55,0.315,1.44
23.054,29.213,6.81,26.513,0.32,1.71
23.343,29.828,11.292,26.244,0.282,0.96
22.664,28.956,9.354,26.145,0.294,0.99
22.747,29.268,10.412,26.31,0.271,0.9
22.845,29.087,9.446,26.512,0.269,0.89
23.219,29.421,10.137,26.662,0.291,0.84
23.356,30.006,7.974,26.563,0.364,0.93
23.757,30.023,14.085,27.069,0.33,1.0
23.049,29.321,8.856,26.235,0.3,1.0
23.001,30.186,10.449,26.258,0.299,1.0
23.025,29.736,9.767,26.62,0.317,1.0
23.271,30.271,10.214,26.909,0.3,1.0
22.75,29.385,8.723,26.37,0.335,1.0
23.353,29.85,10.882,26.644,0.346,1.0
22.767,29.169,12.109,26.566,0.298,1.0
23.402,29.747,13.778,27.249,0.264,1.5
23.182,30.101,8.893,27.359,0.284,1.5
20.111,26.26,5.446,25.213,0.397,1.1
19.957,26.453,7.107,25.406,0.352,1.1
19.796,26.138,8.22,24.466,0.409,1.0
19.568,25.642,2.681,24.734,0.32,0.9
19.775,25.932,7.446,24.626,0.385,0.8
20.008,25.977,4.878,25.081,0.322,0.8
20.448,26.518,5.224,23.868,0.405,0.8
20.783,27.293,5.227,24.348,0.375,1.0
20.065,25.711,10.181,23.01,0.33,1.0
19.721,25.79,6.746,22.706,0.323,0.8
20.236,26.42,9.164,23.133,0.399,0.8
20.541,26.659,10.018,23.569,0.335,0.8
20.231,26.772,6.093,22.643,0.415,0.8
20.42,26.853,5.727,23.47,0.332,0.8
20.149,26.384,6.011,22.868,0.404,0.8
20.049,26.735,4.827,22.899,0.355,0.8
20.415,26.998,6.368,22.494,0.441,0.8
20.198,27.02,7.095,23.044,0.394,0.8
20.818,27.4,5.907,23.492,0.403,0.8
20.864,27.498,5.123,23.937,0.326,1.4
20.539,26.822,7.142,23.142,0.404,1.4
19.973,28.208,2.921,22.808,0.404,2.3
20.507,27.749,3.904,23.599,0.318,1.9
19.907,27.719,4.429,22.264,0.373,2.01
19.714,27.628,4.163,22.363,0.366,2.36
19.781,27.433,2.253,21.89,0.37,2.36
20.206,28.097,3.222,21.625,0.372,2.2
20.389,29.137,1.288,23.216,0.43,2.1
20.178,28.252,2.935,21.425,0.374,1.6
20.446,28.366,2.684,20.823,0.403,1.6
20.155,28.182,3.323,21.113,0.361,1.6
20.094,28.565,1.466,21.269,0.417,1.6
20.05,27.912,3.657,22.485,0.35,1.6
19.76,27.686,2.301,21.716,0.408,1.6
20.023,28.227,2.779,23.794,0.367,2.0
20.036,29.139,2.508,21.26,0.412,2.0
19.873,28.518,1.841,25.923,0.362,2.0
20.137,29.354,1.893,23.146,0.397,2.5
22.843,30.048,6.366,26.353,0.281,1.6
22.089,27.616,9.589,25.911,0.274,2.0
22.861,28.565,9.548,28.178,0.229,1.6
23.218,29.376,5.559,26.905,0.367,2.0
23.247,30.174,6.397,27.593,0.314,1.6
22.671,28.58,6.693,27.549,0.283,1.6
22.562,29.234,6.399,26.299,0.324,1.6
22.352,28.207,5.538,27.173,0.287,2.0
22.736,29.055,5.304,25.807,0.309,1.5
22.586,28.295,7.215,26.845,0.293,1.5
23.3,29.656,4.361,27.096,0.291,1.5
22.641,28.283,9.35,27.645,0.3,1.5
22.641,28.229,5.723,27.501,0.242,1.8
22.963,28.542,9.68,28.471,0.22,2.5
22.37,27.158,7.046,27.9,0.222,2.5
23.033,28.857,11.174,28.496,0.275,1.0
22.59,28.127,7.067,27.285,0.271,1.0
23.048,30.079,6.342,26.793,0.264,1.0
22.487,28.1,7.635,27.231,0.229,1.0
23.488,30.083,2.893,28.121,0.298,1.0
22.465,27.57,8.039,27.449,0.243,1.0
14.712,19.651,3.879,15.364,0.289,1.64
14.191,19.915,4.513,15.614,0.302,1.63
15.025,20.891,4.05,17.169,0.343,1.4
13.983,19.339,4.739,15.746,0.261,0.5
14.361,19.677,3.859,16.322,0.28,0.5
14.353,19.844,4.922,16.353,0.266,1.2
13.934,19.141,9.074,15.621,0.194,1.2
14.043,19.643,4.712,15.908,0.271,1.7
14.433,20.037,3.933,15.524,0.306,1.2
14.641,20.578,4.11,15.99,0.308,1.16
15.543,20.824,2.397,15.822,0.302,1.19
15.387,21.661,2.343,16.556,0.362,1.23
14.917,19.534,7.437,16.515,0.21,1.04
15.0,19.814,3.237,16.001,0.292,1.04
14.687,19.239,7.168,16.111,0.177,1.23
14.959,19.939,4.013,15.639,0.3,1.23
14.877,20.345,6.802,16.089,0.254,1.23
15.115,20.365,1.997,16.669,0.31,1.23
11.091,16.196,2.433,11.586,0.307,2.0
11.41,16.668,2.08,11.084,0.318,1.4
11.252,16.187,3.374,11.497,0.293,0.88
11.463,16.076,3.382,11.481,0.269,0.88
11.38,17.537,1.646,11.231,0.405,1.12
12.13,16.287,1.052,11.038,0.284,1.23
11.529,17.174,1.741,11.024,0.364,2.8
12.073,16.967,2.576,11.272,0.289,2.5
11.733,18.793,2.67,11.92,0.381,0.5
11.051,16.685,3.411,11.439,0.294,1.05
11.103,16.744,3.676,11.094,0.321,1.05
11.633,17.741,3.221,11.196,0.365,1.05
22.871,30.529,15.342,28.466,0.377,1.65
22.752,29.695,5.04,27.597,0.282,1.65
22.308,28.253,12.106,27.279,0.207,1.64
22.608,28.336,7.175,26.259,0.239,1.67
23.066,29.49,8.957,27.415,0.344,1.58
23.203,28.681,6.591,25.624,0.236,1.6
22.465,29.788,9.933,27.141,0.338,1.6
24.686,31.361,6.149,26.652,0.276,1.6
23.314,29.717,13.123,27.432,0.285,1.6
22.74,28.924,11.93,25.49,0.239,1.6
22.829,29.205,8.334,28.703,0.289,1.25
22.962,29.76,6.618,28.53,0.221,1.3
22.543,29.031,5.567,28.075,0.281,1.3
22.604,28.66,8.859,27.901,0.195,1.4
22.599,28.817,9.72,27.951,0.285,1.4
22.909,28.635,10.331,28.953,0.237,1.4
22.967,28.781,9.011,28.548,0.299,1.4
23.643,30.058,7.409,29.712,0.31,1.4
23.067,29.21,5.934,29.208,0.316,1.4
22.78,29.269,6.854,29.247,0.297,1.4
22.985,28.954,9.205,29.538,0.303,1.4
22.746,28.97,6.864,28.695,0.258,1.0
23.507,28.221,11.071,29.575,0.178,1.3
23.002,28.873,7.53,28.957,0.268,1.3
22.352,28.4,11.58,28.255,0.214,1.8
22.4,29.2,20.1,29.332,0.0,1.8
14.928,22.414,4.468,15.966,0.287,1.04
15.054,22.454,8.87,17.529,0.284,1.2
14.807,22.44,5.63,15.978,0.264,1.0
14.515,21.182,11.016,16.296,0.25,0.91
14.876,21.103,7.571,16.229,0.256,1.0
15.013,21.675,8.122,16.505,0.261,1.0
15.397,23.253,5.072,16.022,0.365,1.0
16.159,22.502,6.528,17.912,0.332,1.0
15.414,20.879,5.731,16.973,0.22,1.0
15.066,21.451,9.993,16.86,0.226,1.0
15.171,21.643,7.071,16.112,0.264,1.0
15.128,21.132,7.805,17.195,0.224,1.5
15.159,22.08,8.207,17.067,0.225,1.5
15.373,22.26,7.854,17.298,0.258,1.5
15.163,22.733,4.82,16.086,0.301,1.5
15.689,23.05,5.315,15.39,0.332,1.5
15.6,22.996,5.576,16.8,0.302,2.0
16.821,24.428,3.128,14.947,0.349,1.5
16.418,23.389,7.667,17.909,0.299,1.5
15.827,22.908,4.492,15.959,0.29,1.5
15.235,21.862,10.828,17.371,0.26,0.7
15.639,23.179,4.865,16.318,0.314,1.05
15.222,22.291,7.65,17.224,0.25,1.5
15.804,23.562,4.855,15.809,0.335,1.5
15.638,22.729,7.934,17.774,0.247,1.56
15.809,23.454,5.549,16.464,0.297,1.54
24.129,32.136,4.071,24.215,0.465,1.17
23.14,30.48,8.418,25.837,0.481,1.5
23.454,30.631,5.061,26.252,0.444,1.5
24.568,33.129,2.232,24.678,0.507,1.5
24.341,32.389,5.845,25.659,0.469,1.5
23.302,29.986,5.993,25.873,0.386,1.17
23.114,30.168,6.641,26.083,0.426,2.0
23.361,31.263,4.496,25.977,0.443,2.5
24.671,33.298,3.167,23.066,0.459,2.3
23.658,30.958,4.55,26.434,0.426,2.3
24.271,33.145,3.851,24.155,0.468,2.3
23.752,32.117,3.915,26.695,0.441,2.0
24.297,32.087,5.451,25.573,0.452,2.0
24.222,32.453,3.266,26.238,0.473,2.0
26.044,35.428,1.36,22.551,0.456,1.5
25.055,32.704,3.679,25.971,0.451,0.74
24.972,33.038,3.148,23.562,0.469,0.98
23.856,31.397,8.126,26.557,0.465,0.7
24.751,33.294,2.937,24.474,0.469,0.98
23.429,30.979,5.205,26.354,0.427,0.7
24.549,33.469,2.736,24.001,0.48,1.0
24.412,32.775,2.926,25.56,0.439,1.0
25.538,34.231,2.816,23.222,0.466,1.0
23.687,29.612,7.9,27.235,0.388,1.8
23.712,32.015,5.796,25.078,0.435,2.11
23.469,29.42,6.182,27.08,0.37,1.7
23.511,31.8,4.217,24.408,0.376,1.7
23.271,29.033,8.312,27.083,0.36,1.7
23.621,31.018,4.201,26.033,0.368,1.7
24.027,31.551,8.667,26.895,0.408,2.0
23.259,30.472,5.23,26.317,0.382,2.0
23.445,29.671,5.832,27.31,0.388,2.0
23.097,30.281,6.918,26.631,0.373,1.5
23.714,31.91,4.221,26.294,0.411,0.88
23.719,29.55,7.707,27.313,0.4,1.03
23.65,32.312,2.875,24.785,0.43,2.0
23.726,31.211,3.801,26.319,0.343,3.0
23.47,28.77,8.452,28.088,0.268,2.5
23.434,31.755,3.209,25.537,0.381,1.0
24.211,31.904,5.477,26.445,0.302,1.01
25.062,33.385,2.396,29.359,0.533,1.2
24.73,33.03,0.565,27.299,0.535,1.2
24.418,30.673,6.701,30.586,0.414,1.2
22.6,32.439,0.206,27.451,0.613,1.2
24.688,30.608,5.845,29.587,0.394,1.2
24.053,32.974,0.234,27.055,0.563,1.2
25.962,33.193,6.213,30.548,0.405,1.2
24.496,29.979,5.63,28.649,0.331,1.2
24.787,32.185,3.729,27.845,0.439,1.5
25.588,31.743,4.819,30.223,0.458,1.5
24.651,34.419,0.0,27.246,0.567,1.72
24.137,31.527,3.746,29.3,0.461,1.5
24.922,33.262,4.448,28.958,0.46,0.8
26.662,35.812,0.769,29.352,0.497,1.0
24.229,30.795,14.234,30.759,0.345,1.0
24.04,30.88,26.0,29.838,0.551,2.0
25.388,33.076,6.653,30.238,0.387,1.2
25.54,33.302,6.842,30.973,0.24,2.0
24.609,31.174,9.1,29.522,0.329,1.1
24.099,31.847,8.53,27.224,0.354,1.25
24.488,32.328,5.108,28.051,0.268,1.2
24.11,31.161,3.677,28.026,0.278,1.75
24.114,32.336,5.023,27.555,0.396,1.8
24.175,31.36,7.885,27.221,0.351,1.53
24.478,31.589,6.767,28.721,0.334,1.0
23.762,31.495,6.81,26.826,0.403,1.0
24.038,31.308,7.431,26.258,0.329,1.0
24.92,32.13,2.6,27.422,0.277,1.0
24.791,28.091,29.253,30.682,0.217,1.5
24.786,28.126,15.061,31.223,0.241,1.52
24.217,27.005,14.441,29.431,0.122,1.54
24.414,29.043,10.791,30.482,0.281,1.55
24.304,27.704,32.907,29.794,0.144,1.56
24.334,27.884,11.871,30.153,0.24,1.4
24.922,28.048,27.021,30.821,0.169,1.3
25.31,29.073,20.449,32.063,0.225,1.2
24.226,27.377,29.925,29.8,0.112,1.18
24.521,28.707,18.976,30.31,0.242,1.2
24.404,27.592,29.65,30.254,0.121,1.18
24.504,28.635,13.524,30.553,0.272,1.2
24.782,27.806,16.907,30.259,0.127,1.18
24.733,28.561,13.158,31.076,0.174,1.2
24.548,27.676,15.411,30.108,0.142,1.18
24.704,28.256,15.992,31.148,0.178,1.18
24.791,28.14,21.235,30.934,0.166,1.18
24.998,28.971,16.615,31.288,0.205,1.18
25.241,28.872,29.034,32.168,0.16,1.18
25.295,28.853,18.069,32.211,0.154,1.4
24.819,27.837,35.647,30.634,0.114,1.4
24.557,28.767,7.8,30.806,0.258,1.19
24.633,27.847,27.681,30.405,0.131,1.19
24.6,28.406,14.472,30.843,0.228,1.4
24.731,27.851,25.684,30.794,0.109,1.4
24.722,28.799,6.057,31.132,0.226,1.41
24.745,27.512,24.872,30.451,0.142,1.45
20.196,27.321,7.902,23.788,0.413,1.0
20.405,27.6,3.053,23.654,0.396,1.0
20.096,26.486,7.441,24.311,0.4,1.0
19.76,26.652,4.205,23.982,0.36,1.0
20.063,26.554,8.727,23.718,0.389,1.0
20.027,26.564,5.712,23.935,0.336,1.0
20.379,27.182,6.702,24.326,0.43,1.0
20.796,28.242,4.071,24.425,0.358,1.0
20.275,26.111,7.523,23.583,0.36,1.0
19.84,26.424,6.822,23.181,0.352,1.0
20.223,26.741,8.212,23.584,0.408,1.0
19.811,27.081,7.387,23.222,0.366,1.0
20.193,27.433,4.553,23.435,0.429,1.0
20.867,27.836,2.96,23.762,0.357,1.0
20.358,27.567,5.188,23.853,0.487,1.0
20.15,26.49,5.975,23.661,0.323,1.0
20.327,27.12,6.629,24.174,0.359,1.0
20.213,27.386,8.27,24.512,0.437,1.0
20.249,27.22,5.449,24.301,0.296,1.0
20.266,27.502,5.476,24.878,0.415,1.0
8.4,15.2,1.0,9.871,0.25,1.5
8.832,20.367,3.323,10.183,0.361,1.2
8.607,18.47,4.472,11.158,0.277,1.2
8.711,18.926,2.128,13.12,0.327,1.12
8.582,19.484,3.058,11.884,0.331,2.0
8.313,19.632,3.053,11.187,0.388,2.0
8.278,19.352,2.692,11.119,0.39,2.0
25.1,29.2,0.0,30.265,0.388,1.22
25.484,32.393,8.442,27.612,0.392,1.2
25.52,33.191,6.007,27.921,0.458,1.5
24.799,30.867,11.392,29.271,0.335,1.68
24.895,30.638,8.446,29.153,0.348,1.6
25.909,32.948,2.635,29.126,0.445,2.5
24.591,29.159,18.291,29.098,0.236,2.5
25.569,31.938,6.988,30.092,0.359,2.5
25.689,33.021,2.975,27.967,0.445,2.0
25.906,32.706,4.139,28.793,0.39,2.0
22.789,29.928,5.394,23.407,0.295,1.02
22.365,30.631,3.354,23.843,0.312,1.3
22.576,29.844,5.257,24.683,0.289,1.58
22.297,29.806,1.684,24.903,0.362,1.5
22.529,31.827,0.896,22.993,0.336,1.58
22.261,29.788,4.773,26.054,0.313,1.5
23.491,32.119,1.696,24.059,0.356,1.5
23.359,31.967,5.51,24.588,0.37,1.4
22.317,29.954,5.116,24.028,0.276,1.4
22.15,29.756,8.705,24.72,0.303,1.4
22.532,30.801,5.646,23.337,0.332,1.5
22.064,30.103,4.852,24.121,0.321,1.41
22.959,31.697,3.683,22.008,0.307,1.5
22.096,30.358,3.44,25.065,0.286,1.4
22.321,28.821,3.852,24.774,0.269,1.5
22.946,30.96,2.175,22.212,0.346,1.46
23.174,30.446,2.311,24.227,0.302,1.46
23.688,31.201,2.873,20.767,0.329,1.46
3.262,12.992,0.412,8.354,0.416,1.2
3.649,10.406,3.445,9.071,0.316,1.2
5.296,11.663,3.475,9.391,0.381,0.6
7.39,12.111,3.255,9.381,0.296,0.95
4.902,9.944,4.067,8.113,0.272,0.95
4.444,11.609,0.945,8.607,0.331,0.85
4.615,11.32,0.574,8.297,0.366,0.9
3.71,11.571,1.05,8.14,0.383,2.2
4.949,13.257,2.09,8.774,0.447,1.0
4.82,10.715,2.99,8.378,0.324,1.5
6.111,14.544,0.911,9.257,0.489,1.53
24.267,27.998,19.309,30.757,0.207,0.75
24.615,27.533,16.703,30.802,0.166,0.75
23.976,27.595,15.2,30.837,0.244,0.8
24.331,27.277,14.213,30.98,0.196,0.8
25.106,27.404,18.239,31.85,0.198,0.5
24.274,27.401,16.377,31.19,0.185,0.5
24.489,27.246,15.28,31.102,0.218,2.5
24.57,27.136,16.715,31.19,0.199,2.5
24.868,26.87,18.485,31.112,0.136,0.4
24.745,27.287,18.929,31.367,0.187,0.4
24.724,27.102,18.841,31.341,0.212,0.4
24.809,27.116,13.707,31.313,0.198,0.4
25.076,27.288,13.917,31.823,0.186,0.4
24.683,26.606,18.733,31.098,0.189,0.4
24.706,26.218,21.027,30.95,0.145,1.19
24.647,26.536,11.261,31.108,0.219,0.4
24.737,26.079,20.039,31.105,0.18,0.4
18.426,22.356,10.934,21.956,0.103,1.2
18.35,22.432,14.802,21.617,0.133,1.21
18.32,22.083,9.911,21.503,0.108,3.0
18.648,22.252,13.365,21.596,0.093,0.7
19.495,22.845,10.752,22.323,0.13,1.5
18.34,21.757,14.984,21.465,0.097,0.98
18.681,22.214,16.266,21.741,0.164,1.5
18.555,22.195,11.507,21.743,0.153,1.5
18.629,22.681,14.977,22.046,0.148,1.5
18.662,22.595,8.237,21.492,0.157,1.5
19.077,22.375,15.192,21.872,0.088,1.0
18.693,22.167,10.061,21.681,0.11,1.0
23.65,28.982,22.996,30.556,0.253,0.7
23.915,28.969,18.538,30.751,0.217,0.7
23.483,28.124,22.742,29.781,0.207,1.0
23.274,29.342,12.928,29.519,0.24,1.25
23.321,28.804,22.43,29.109,0.264,1.25
23.548,28.903,15.41,29.444,0.219,1.23
23.828,29.085,23.567,30.064,0.254,1.38
24.466,29.686,13.786,31.018,0.226,1.2
23.362,28.147,29.944,28.756,0.193,1.25
23.476,29.276,9.615,29.3,0.261,1.51
23.513,28.506,23.467,29.117,0.207,1.5
23.697,28.98,24.556,29.61,0.208,1.5
24.181,29.173,14.282,30.393,0.195,1.8
23.743,28.861,27.524,29.86,0.206,1.7
24.034,29.3,14.729,29.927,0.206,1.3
19.599,25.999,7.711,23.21,0.38,1.37
19.446,26.53,9.028,23.888,0.367,1.5
19.311,25.484,8.023,23.313,0.375,1.51
19.226,25.194,12.516,22.813,0.256,1.5
19.158,25.05,11.839,22.423,0.305,1.54
19.528,25.844,6.223,22.263,0.348,1.5
20.018,26.568,5.277,22.209,0.436,1.5
20.424,28.324,4.894,21.729,0.431,1.5
19.278,24.946,13.477,22.152,0.274,1.5
19.305,25.574,9.173,21.791,0.317,1.5
19.464,25.486,8.81,22.311,0.29,1.5
19.285,25.669,5.326,21.724,0.32,1.5
19.593,26.222,5.442,21.798,0.378,1.5
19.893,26.572,7.693,22.11,0.332,1.5
19.612,26.005,7.394,22.248,0.366,1.5
19.864,26.755,5.11,22.023,0.308,1.6
19.804,27.139,4.331,22.442,0.429,1.5
19.843,27.605,4.084,21.147,0.395,1.6
20.425,27.361,4.903,21.918,0.385,1.5
19.665,26.061,7.239,21.982,0.326,1.0
20.015,27.327,5.008,21.853,0.362,1.01
25.294,30.386,7.392,29.47,0.359,1.67
25.329,31.343,4.928,29.012,0.333,1.5
25.006,30.136,8.846,29.093,0.384,1.8
24.76,30.5,4.174,27.943,0.308,1.8
24.709,29.922,7.85,29.065,0.356,1.7
24.602,30.663,6.174,28.516,0.305,1.5
25.08,30.734,8.319,29.894,0.339,1.5
25.344,31.319,5.291,30.265,0.323,2.0
24.534,29.851,9.648,29.281,0.35,1.8
24.543,30.494,4.848,28.531,0.369,2.0
24.746,29.92,8.8,29.431,0.375,2.0
24.688,30.41,5.094,28.826,0.377,2.0
24.917,30.097,9.383,29.862,0.388,1.5
25.159,30.387,5.545,29.587,0.289,2.0
24.891,30.212,7.847,29.774,0.396,1.5
25.311,31.336,3.677,29.202,0.316,2.0
25.163,30.249,8.173,30.302,0.366,2.0
25.306,31.848,4.609,29.4,0.321,2.0
25.641,31.023,8.708,31.214,0.338,2.0
25.151,30.437,3.884,29.638,0.352,2.0
24.984,29.886,14.265,30.663,0.343,2.0
24.827,30.484,5.078,29.034,0.305,2.0
25.088,29.987,8.429,29.949,0.363,2.0
25.341,30.584,4.831,29.629,0.236,2.0
25.245,30.162,7.452,30.394,0.33,2.0
17.545,26.872,6.484,21.892,0.335,1.0
17.879,27.341,6.395,21.537,0.283,1.0
17.712,26.286,7.855,21.268,0.315,0.9
17.676,26.18,7.983,22.134,0.317,0.77
17.772,25.889,8.566,21.712,0.268,1.0
17.948,26.685,5.568,20.775,0.247,0.9
17.866,27.579,4.791,20.753,0.341,0.7
18.552,28.814,4.953,22.868,0.336,0.7
18.056,25.799,9.582,21.594,0.232,0.7
17.866,26.55,7.787,20.965,0.261,0.7
